benchmark,analysis,tool,class,TP,FP,FN,TN,Total,sensitivity,specificity,precision,f1
UK_benchmark,serotype_exact,ALLCAPS,10A,41,2,1,1808,42,0.9761904761904762,0.9988950276243094,0.9534883720930233,0.9647058823529412
UK_benchmark,serotype_exact,ALLCAPS,10B,6,1,0,1845,6,1,0.9994582881906826,0.8571428571428571,0.923076923076923
UK_benchmark,serotype_exact,ALLCAPS,10F,10,0,1,1841,11,0.9090909090909091,1,1,0.9523809523809523
UK_benchmark,serotype_exact,ALLCAPS,11A,46,0,2,1804,48,0.9583333333333334,1,1,0.9787234042553191
UK_benchmark,serotype_exact,ALLCAPS,11B,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,12A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,ALLCAPS,12B,0,0,10,1842,10,0,1,NA,NA
UK_benchmark,serotype_exact,ALLCAPS,12F,50,13,0,1789,50,1,0.9927857935627081,0.7936507936507936,0.8849557522123894
UK_benchmark,serotype_exact,ALLCAPS,13,14,0,0,1838,14,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,14,39,0,1,1812,40,0.975,1,1,0.9873417721518987
UK_benchmark,serotype_exact,ALLCAPS,15A,200,5,0,1647,200,1,0.9969733656174334,0.975609756097561,0.9876543209876543
UK_benchmark,serotype_exact,ALLCAPS,15B,31,7,12,1802,43,0.7209302325581395,0.996130458817026,0.8157894736842105,0.765432098765432
UK_benchmark,serotype_exact,ALLCAPS,15C,7,6,10,1829,17,0.4117647058823529,0.9967302452316076,0.5384615384615384,0.4666666666666667
UK_benchmark,serotype_exact,ALLCAPS,16F,25,0,0,1827,25,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,17F,40,0,1,1811,41,0.975609756097561,1,1,0.9876543209876543
UK_benchmark,serotype_exact,ALLCAPS,18A,5,0,1,1846,6,0.8333333333333334,1,1,0.9090909090909091
UK_benchmark,serotype_exact,ALLCAPS,18B,0,0,3,1849,3,0,1,NA,NA
UK_benchmark,serotype_exact,ALLCAPS,18C,39,6,0,1807,39,1,0.9966905681191396,0.8666666666666667,0.9285714285714286
UK_benchmark,serotype_exact,ALLCAPS,18F,3,0,0,1849,3,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,19A,243,0,3,1606,246,0.9878048780487805,1,1,0.9938650306748467
UK_benchmark,serotype_exact,ALLCAPS,19F,41,4,1,1806,42,0.9761904761904762,0.9977900552486187,0.9111111111111111,0.9425287356321839
UK_benchmark,serotype_exact,ALLCAPS,2,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,20,0,0,40,1812,40,0,1,NA,NA
UK_benchmark,serotype_exact,ALLCAPS,21,18,0,1,1833,19,0.9473684210526315,1,1,0.972972972972973
UK_benchmark,serotype_exact,ALLCAPS,22A,0,0,2,1850,2,0,1,NA,NA
UK_benchmark,serotype_exact,ALLCAPS,22F,47,2,0,1803,47,1,0.9988919667590028,0.9591836734693877,0.9791666666666666
UK_benchmark,serotype_exact,ALLCAPS,23A,24,1,0,1827,24,1,0.99945295404814,0.96,0.9795918367346939
UK_benchmark,serotype_exact,ALLCAPS,23B,40,2,0,1810,40,1,0.9988962472406181,0.9523809523809523,0.975609756097561
UK_benchmark,serotype_exact,ALLCAPS,23F,26,0,3,1823,29,0.896551724137931,1,1,0.9454545454545454
UK_benchmark,serotype_exact,ALLCAPS,24,0,0,4,1848,4,0,1,NA,NA
UK_benchmark,serotype_exact,ALLCAPS,24B,0,0,5,1847,5,0,1,NA,NA
UK_benchmark,serotype_exact,ALLCAPS,24F,19,10,6,1817,25,0.76,0.9945265462506842,0.6551724137931034,0.7037037037037037
UK_benchmark,serotype_exact,ALLCAPS,25F,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,ALLCAPS,27,23,0,0,1829,23,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,28A,7,0,0,1845,7,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,29,6,0,2,1844,8,0.75,1,1,0.8571428571428571
UK_benchmark,serotype_exact,ALLCAPS,3,46,0,0,1806,46,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,31,23,2,0,1827,23,1,0.9989065062875888,0.92,0.9583333333333334
UK_benchmark,serotype_exact,ALLCAPS,33,0,0,2,1850,2,0,1,NA,NA
UK_benchmark,serotype_exact,ALLCAPS,33B,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,33C,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,33F,47,2,0,1803,47,1,0.9988919667590028,0.9591836734693877,0.9791666666666666
UK_benchmark,serotype_exact,ALLCAPS,34,22,1,2,1827,24,0.9166666666666666,0.99945295404814,0.9565217391304348,0.9361702127659574
UK_benchmark,serotype_exact,ALLCAPS,35A,4,0,1,1847,5,0.8,1,1,0.888888888888889
UK_benchmark,serotype_exact,ALLCAPS,35B,48,2,0,1802,48,1,0.9988913525498891,0.96,0.9795918367346939
UK_benchmark,serotype_exact,ALLCAPS,35C,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,35F,22,0,0,1830,22,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,36,4,0,0,1848,4,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,37,14,0,0,1838,14,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,38,20,1,0,1831,20,1,0.9994541484716157,0.9523809523809523,0.975609756097561
UK_benchmark,serotype_exact,ALLCAPS,39,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,4,44,1,0,1807,44,1,0.9994469026548672,0.9777777777777777,0.9887640449438202
UK_benchmark,serotype_exact,ALLCAPS,41A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,ALLCAPS,48,5,0,0,1847,5,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,5,12,1,0,1839,12,1,0.9994565217391305,0.9230769230769231,0.9600000000000001
UK_benchmark,serotype_exact,ALLCAPS,6A,35,1,6,1810,41,0.8536585365853658,0.9994478188845941,0.9722222222222222,0.9090909090909091
UK_benchmark,serotype_exact,ALLCAPS,6B,36,5,1,1810,37,0.972972972972973,0.9972451790633609,0.8780487804878049,0.923076923076923
UK_benchmark,serotype_exact,ALLCAPS,6C,22,5,2,1823,24,0.9166666666666666,0.9972647702407003,0.8148148148148148,0.8627450980392156
UK_benchmark,serotype_exact,ALLCAPS,6D,0,0,2,1850,2,0,1,NA,NA
UK_benchmark,serotype_exact,ALLCAPS,7A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,ALLCAPS,7B,2,0,1,1849,3,0.6666666666666666,1,1,0.8
UK_benchmark,serotype_exact,ALLCAPS,7C,10,1,0,1841,10,1,0.999457111834962,0.9090909090909091,0.9523809523809523
UK_benchmark,serotype_exact,ALLCAPS,7F,43,1,0,1808,43,1,0.9994472084024323,0.9772727272727273,0.9885057471264368
UK_benchmark,serotype_exact,ALLCAPS,8,71,0,1,1780,72,0.9861111111111112,1,1,0.993006993006993
UK_benchmark,serotype_exact,ALLCAPS,9,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,ALLCAPS,9L,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,9N,43,0,0,1809,43,1,1,1,1
UK_benchmark,serotype_exact,ALLCAPS,9V,47,3,0,1802,47,1,0.9983379501385041,0.94,0.9690721649484536
UK_benchmark,serotype_exact,PfaSTer,1,40,0,0,1812,40,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,10A,41,0,1,1810,42,0.9761904761904762,1,1,0.9879518072289156
UK_benchmark,serotype_exact,PfaSTer,10B,6,1,0,1845,6,1,0.9994582881906826,0.8571428571428571,0.923076923076923
UK_benchmark,serotype_exact,PfaSTer,10F,10,0,1,1841,11,0.9090909090909091,1,1,0.9523809523809523
UK_benchmark,serotype_exact,PfaSTer,11A,48,0,0,1804,48,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,11B,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,12A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PfaSTer,12B,0,0,10,1842,10,0,1,NA,NA
UK_benchmark,serotype_exact,PfaSTer,12F,50,10,0,1792,50,1,0.9944506104328524,0.8333333333333334,0.9090909090909091
UK_benchmark,serotype_exact,PfaSTer,13,14,0,0,1838,14,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,14,40,0,0,1812,40,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,15A,200,1,0,1651,200,1,0.9993946731234867,0.9950248756218906,0.9975062344139651
UK_benchmark,serotype_exact,PfaSTer,15B,28,1,15,1808,43,0.6511627906976745,0.9994472084024323,0.9655172413793104,0.7777777777777779
UK_benchmark,serotype_exact,PfaSTer,15C,15,13,2,1822,17,0.8823529411764706,0.9929155313351499,0.5357142857142857,0.6666666666666667
UK_benchmark,serotype_exact,PfaSTer,16F,25,0,0,1827,25,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,17F,41,0,0,1811,41,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,18A,5,0,1,1846,6,0.8333333333333334,1,1,0.9090909090909091
UK_benchmark,serotype_exact,PfaSTer,18B,3,1,0,1848,3,1,0.9994591671173607,0.75,0.8571428571428571
UK_benchmark,serotype_exact,PfaSTer,18C,36,0,3,1813,39,0.9230769230769231,1,1,0.9600000000000001
UK_benchmark,serotype_exact,PfaSTer,18F,3,0,0,1849,3,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,19A,244,0,2,1606,246,0.991869918699187,1,1,0.9959183673469388
UK_benchmark,serotype_exact,PfaSTer,19F,42,0,0,1810,42,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,2,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,20,40,0,0,1812,40,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,21,19,0,0,1833,19,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,22A,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,22F,47,0,0,1805,47,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,23A,24,0,0,1828,24,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,23B,25,2,15,1810,40,0.625,0.9988962472406181,0.9259259259259259,0.7462686567164178
UK_benchmark,serotype_exact,PfaSTer,23F,27,0,2,1823,29,0.9310344827586207,1,1,0.9642857142857143
UK_benchmark,serotype_exact,PfaSTer,24,0,0,4,1848,4,0,1,NA,NA
UK_benchmark,serotype_exact,PfaSTer,24B,1,1,4,1846,5,0.2,0.9994585814834868,0.5,0.28571428571428575
UK_benchmark,serotype_exact,PfaSTer,24F,24,8,1,1819,25,0.96,0.9956212370005474,0.75,0.8421052631578947
UK_benchmark,serotype_exact,PfaSTer,25F,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,27,23,0,0,1829,23,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,28A,7,0,0,1845,7,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,29,6,0,2,1844,8,0.75,1,1,0.8571428571428571
UK_benchmark,serotype_exact,PfaSTer,3,46,0,0,1806,46,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,31,23,0,0,1829,23,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,33,0,0,2,1850,2,0,1,NA,NA
UK_benchmark,serotype_exact,PfaSTer,33B,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,33C,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,33F,47,2,0,1803,47,1,0.9988919667590028,0.9591836734693877,0.9791666666666666
UK_benchmark,serotype_exact,PfaSTer,34,24,0,0,1828,24,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,35A,4,0,1,1847,5,0.8,1,1,0.888888888888889
UK_benchmark,serotype_exact,PfaSTer,35B,43,1,5,1803,48,0.8958333333333334,0.9994456762749445,0.9772727272727273,0.9347826086956522
UK_benchmark,serotype_exact,PfaSTer,35C,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PfaSTer,35F,22,0,0,1830,22,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,36,0,0,4,1848,4,0,1,NA,NA
UK_benchmark,serotype_exact,PfaSTer,37,14,0,0,1838,14,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,38,20,0,0,1832,20,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,39,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,4,44,0,0,1808,44,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,41A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PfaSTer,48,5,0,0,1847,5,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,5,12,0,0,1840,12,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,6A,39,0,2,1811,41,0.9512195121951219,1,1,0.975
UK_benchmark,serotype_exact,PfaSTer,6B,15,0,22,1815,37,0.40540540540540543,1,1,0.5769230769230769
UK_benchmark,serotype_exact,PfaSTer,6C,24,3,0,1825,24,1,0.9983588621444202,0.8888888888888888,0.9411764705882353
UK_benchmark,serotype_exact,PfaSTer,6D,0,0,2,1850,2,0,1,NA,NA
UK_benchmark,serotype_exact,PfaSTer,7A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PfaSTer,7B,3,0,0,1849,3,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,7C,10,0,0,1842,10,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,7F,43,1,0,1808,43,1,0.9994472084024323,0.9772727272727273,0.9885057471264368
UK_benchmark,serotype_exact,PfaSTer,8,72,0,0,1780,72,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,9,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PfaSTer,9L,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,9N,43,0,0,1809,43,1,1,1,1
UK_benchmark,serotype_exact,PfaSTer,9V,47,1,0,1804,47,1,0.9994459833795014,0.9791666666666666,0.9894736842105264
UK_benchmark,serotype_exact,PneumoCaT,1,39,0,1,1812,40,0.975,1,1,0.9873417721518987
UK_benchmark,serotype_exact,PneumoCaT,10A,41,0,1,1810,42,0.9761904761904762,1,1,0.9879518072289156
UK_benchmark,serotype_exact,PneumoCaT,10B,6,1,0,1845,6,1,0.9994582881906826,0.8571428571428571,0.923076923076923
UK_benchmark,serotype_exact,PneumoCaT,10F,9,0,2,1841,11,0.8181818181818182,1,1,0.9
UK_benchmark,serotype_exact,PneumoCaT,11A,24,0,24,1804,48,0.5,1,1,0.6666666666666666
UK_benchmark,serotype_exact,PneumoCaT,11B,1,0,1,1850,2,0.5,1,1,0.6666666666666666
UK_benchmark,serotype_exact,PneumoCaT,12A,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_exact,PneumoCaT,12B,0,0,10,1842,10,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoCaT,12F,46,7,4,1795,50,0.92,0.9961154273029966,0.8679245283018868,0.8932038834951457
UK_benchmark,serotype_exact,PneumoCaT,13,12,0,2,1838,14,0.8571428571428571,1,1,0.923076923076923
UK_benchmark,serotype_exact,PneumoCaT,14,40,0,0,1812,40,1,1,1,1
UK_benchmark,serotype_exact,PneumoCaT,15A,162,1,38,1651,200,0.81,0.9993946731234867,0.9938650306748467,0.8925619834710744
UK_benchmark,serotype_exact,PneumoCaT,15B,9,5,34,1804,43,0.20930232558139536,0.9972360420121614,0.6428571428571429,0.31578947368421056
UK_benchmark,serotype_exact,PneumoCaT,15C,7,27,10,1808,17,0.4117647058823529,0.9852861035422343,0.20588235294117646,0.2745098039215686
UK_benchmark,serotype_exact,PneumoCaT,16F,23,0,2,1827,25,0.92,1,1,0.9583333333333334
UK_benchmark,serotype_exact,PneumoCaT,17F,39,0,2,1811,41,0.9512195121951219,1,1,0.975
UK_benchmark,serotype_exact,PneumoCaT,18A,5,6,1,1840,6,0.8333333333333334,0.9967497291440953,0.45454545454545453,0.5882352941176471
UK_benchmark,serotype_exact,PneumoCaT,18B,3,33,0,1816,3,1,0.9821525148729042,0.08333333333333333,0.15384615384615385
UK_benchmark,serotype_exact,PneumoCaT,18C,0,0,39,1813,39,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoCaT,18F,0,0,3,1849,3,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoCaT,19A,81,0,165,1606,246,0.32926829268292684,1,1,0.4954128440366972
UK_benchmark,serotype_exact,PneumoCaT,19F,41,0,1,1810,42,0.9761904761904762,1,1,0.9879518072289156
UK_benchmark,serotype_exact,PneumoCaT,2,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_exact,PneumoCaT,20,38,0,2,1812,40,0.95,1,1,0.9743589743589743
UK_benchmark,serotype_exact,PneumoCaT,21,18,0,1,1833,19,0.9473684210526315,1,1,0.972972972972973
UK_benchmark,serotype_exact,PneumoCaT,22A,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_exact,PneumoCaT,22F,47,0,0,1805,47,1,1,1,1
UK_benchmark,serotype_exact,PneumoCaT,23A,19,0,5,1828,24,0.7916666666666666,1,1,0.8837209302325582
UK_benchmark,serotype_exact,PneumoCaT,23B,21,0,19,1812,40,0.525,1,1,0.6885245901639345
UK_benchmark,serotype_exact,PneumoCaT,23F,25,0,4,1823,29,0.8620689655172413,1,1,0.9259259259259259
UK_benchmark,serotype_exact,PneumoCaT,24,0,0,4,1848,4,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoCaT,24B,5,20,0,1827,5,1,0.9891716296697347,0.2,0.33333333333333337
UK_benchmark,serotype_exact,PneumoCaT,24F,0,0,25,1827,25,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoCaT,25F,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoCaT,27,21,0,2,1829,23,0.9130434782608695,1,1,0.9545454545454545
UK_benchmark,serotype_exact,PneumoCaT,28A,5,0,2,1845,7,0.7142857142857143,1,1,0.8333333333333333
UK_benchmark,serotype_exact,PneumoCaT,29,5,0,3,1844,8,0.625,1,1,0.7692307692307693
UK_benchmark,serotype_exact,PneumoCaT,3,43,0,3,1806,46,0.9347826086956522,1,1,0.9662921348314606
UK_benchmark,serotype_exact,PneumoCaT,31,20,0,3,1829,23,0.8695652173913043,1,1,0.9302325581395349
UK_benchmark,serotype_exact,PneumoCaT,33,0,0,2,1850,2,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoCaT,33B,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_exact,PneumoCaT,33C,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoCaT,33F,43,10,4,1795,47,0.9148936170212766,0.9944598337950139,0.8113207547169812,0.8600000000000001
UK_benchmark,serotype_exact,PneumoCaT,34,23,0,1,1828,24,0.9583333333333334,1,1,0.9787234042553191
UK_benchmark,serotype_exact,PneumoCaT,35A,1,0,4,1847,5,0.2,1,1,0.33333333333333337
UK_benchmark,serotype_exact,PneumoCaT,35B,44,2,4,1802,48,0.9166666666666666,0.9988913525498891,0.9565217391304348,0.9361702127659574
UK_benchmark,serotype_exact,PneumoCaT,35C,1,3,0,1848,1,1,0.9983792544570502,0.25,0.4
UK_benchmark,serotype_exact,PneumoCaT,35F,22,0,0,1830,22,1,1,1,1
UK_benchmark,serotype_exact,PneumoCaT,36,2,0,2,1848,4,0.5,1,1,0.6666666666666666
UK_benchmark,serotype_exact,PneumoCaT,37,4,0,10,1838,14,0.2857142857142857,1,1,0.4444444444444445
UK_benchmark,serotype_exact,PneumoCaT,38,20,0,0,1832,20,1,1,1,1
UK_benchmark,serotype_exact,PneumoCaT,39,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_exact,PneumoCaT,4,36,0,8,1808,44,0.8181818181818182,1,1,0.9
UK_benchmark,serotype_exact,PneumoCaT,41A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoCaT,48,5,0,0,1847,5,1,1,1,1
UK_benchmark,serotype_exact,PneumoCaT,5,10,0,2,1840,12,0.8333333333333334,1,1,0.9090909090909091
UK_benchmark,serotype_exact,PneumoCaT,6A,28,12,13,1799,41,0.6829268292682927,0.9933738266151297,0.7,0.6913580246913581
UK_benchmark,serotype_exact,PneumoCaT,6B,0,10,37,1805,37,0,0.9944903581267218,0,NA
UK_benchmark,serotype_exact,PneumoCaT,6C,8,2,16,1826,24,0.3333333333333333,0.9989059080962801,0.8,0.47058823529411764
UK_benchmark,serotype_exact,PneumoCaT,6D,1,13,1,1837,2,0.5,0.9929729729729729,0.07142857142857142,0.125
UK_benchmark,serotype_exact,PneumoCaT,7A,1,32,0,1819,1,1,0.9827120475418692,0.030303030303030304,0.05882352941176471
UK_benchmark,serotype_exact,PneumoCaT,7B,1,0,2,1849,3,0.3333333333333333,1,1,0.5
UK_benchmark,serotype_exact,PneumoCaT,7C,9,0,1,1842,10,0.9,1,1,0.9473684210526316
UK_benchmark,serotype_exact,PneumoCaT,7F,6,0,37,1809,43,0.13953488372093023,1,1,0.24489795918367346
UK_benchmark,serotype_exact,PneumoCaT,8,57,0,15,1780,72,0.7916666666666666,1,1,0.8837209302325582
UK_benchmark,serotype_exact,PneumoCaT,9,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoCaT,9L,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_exact,PneumoCaT,9N,39,0,4,1809,43,0.9069767441860465,1,1,0.951219512195122
UK_benchmark,serotype_exact,PneumoCaT,9V,44,1,3,1804,47,0.9361702127659575,0.9994459833795014,0.9777777777777777,0.9565217391304347
UK_benchmark,serotype_exact,PneumoKITy,1,40,0,0,1812,40,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,10A,41,0,1,1810,42,0.9761904761904762,1,1,0.9879518072289156
UK_benchmark,serotype_exact,PneumoKITy,10B,6,1,0,1845,6,1,0.9994582881906826,0.8571428571428571,0.923076923076923
UK_benchmark,serotype_exact,PneumoKITy,10F,10,0,1,1841,11,0.9090909090909091,1,1,0.9523809523809523
UK_benchmark,serotype_exact,PneumoKITy,11A,0,0,48,1804,48,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,11B,0,0,2,1850,2,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,12A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,12B,0,0,10,1842,10,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,12F,50,10,0,1792,50,1,0.9944506104328524,0.8333333333333334,0.9090909090909091
UK_benchmark,serotype_exact,PneumoKITy,13,14,0,0,1838,14,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,14,40,0,0,1812,40,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,15A,0,0,200,1652,200,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,15B,0,0,43,1809,43,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,15C,0,0,17,1835,17,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,16F,25,0,0,1827,25,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,17F,41,0,0,1811,41,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,18A,5,0,1,1846,6,0.8333333333333334,1,1,0.9090909090909091
UK_benchmark,serotype_exact,PneumoKITy,18B,0,0,3,1849,3,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,18C,0,0,39,1813,39,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,18F,3,0,0,1849,3,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,19A,244,0,2,1606,246,0.991869918699187,1,1,0.9959183673469388
UK_benchmark,serotype_exact,PneumoKITy,19F,42,0,0,1810,42,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,2,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,20,40,0,0,1812,40,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,21,19,0,0,1833,19,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,22A,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,22F,47,0,0,1805,47,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,23A,24,0,0,1828,24,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,23B,40,2,0,1810,40,1,0.9988962472406181,0.9523809523809523,0.975609756097561
UK_benchmark,serotype_exact,PneumoKITy,23F,27,0,2,1823,29,0.9310344827586207,1,1,0.9642857142857143
UK_benchmark,serotype_exact,PneumoKITy,24,0,0,4,1848,4,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,24B,0,0,5,1847,5,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,24F,0,0,25,1827,25,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,25F,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,27,23,0,0,1829,23,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,28A,0,0,7,1845,7,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,29,5,0,3,1844,8,0.625,1,1,0.7692307692307693
UK_benchmark,serotype_exact,PneumoKITy,3,46,0,0,1806,46,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,31,23,0,0,1829,23,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,33,0,0,2,1850,2,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,33B,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,33C,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,33F,0,0,47,1805,47,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,34,24,0,0,1828,24,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,35A,0,0,5,1847,5,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,35B,0,0,48,1804,48,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,35C,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,35F,22,0,0,1830,22,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,36,0,0,4,1848,4,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,37,14,0,0,1838,14,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,38,18,0,2,1832,20,0.9,1,1,0.9473684210526316
UK_benchmark,serotype_exact,PneumoKITy,39,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,4,44,0,0,1808,44,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,41A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,48,5,0,0,1847,5,1,1,1,1
UK_benchmark,serotype_exact,PneumoKITy,5,11,0,1,1840,12,0.9166666666666666,1,1,0.9565217391304348
UK_benchmark,serotype_exact,PneumoKITy,6A,0,0,41,1811,41,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,6B,0,0,37,1815,37,0,1,NA,NA
UK_benchmark,serotype_exact,PneumoKITy,6C,0,0,24,1828,24,0,1,NA,NA
