benchmark,analysis,tool,class,TP,FP,FN,TN,Total,sensitivity,specificity,precision,f1
GPS_benchmark,serotype_exact,Pneumo-Typer,10A,130,0,0,3738,130,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,10B,12,0,0,3856,12,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,10F,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,11,0,0,2,3866,2,0,1,NA,NA
GPS_benchmark,serotype_exact,Pneumo-Typer,11A,44,6,0,3818,44,1,0.9984309623430963,0.88,0.9361702127659575
GPS_benchmark,serotype_exact,Pneumo-Typer,11B,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,11C,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,11E,0,0,4,3864,4,0,1,NA,NA
GPS_benchmark,serotype_exact,Pneumo-Typer,12F,264,0,0,3604,264,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,13,40,0,0,3828,40,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,14,319,0,1,3548,320,0.996875,1,1,0.9984350547730829
GPS_benchmark,serotype_exact,Pneumo-Typer,15A,81,0,0,3787,81,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,15B,16,0,6,3846,22,0.7272727272727273,1,1,0.8421052631578948
GPS_benchmark,serotype_exact,Pneumo-Typer,15C,1,1,10,3856,11,0.09090909090909091,0.9997407311381903,0.5,0.15384615384615385
GPS_benchmark,serotype_exact,Pneumo-Typer,15F,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,16F,80,0,0,3788,80,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,17F,62,0,0,3806,62,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,18A,9,0,0,3859,9,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,18B,2,3,0,3863,2,1,0.9992240041386445,0.4,0.5714285714285715
GPS_benchmark,serotype_exact,Pneumo-Typer,18C,32,0,3,3833,35,0.9142857142857143,1,1,0.955223880597015
GPS_benchmark,serotype_exact,Pneumo-Typer,18F,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,19A,133,2,0,3733,133,1,0.9994645247657296,0.9851851851851852,0.9925373134328358
GPS_benchmark,serotype_exact,Pneumo-Typer,19B,6,0,0,3862,6,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,19F,228,0,2,3638,230,0.991304347826087,1,1,0.9956331877729258
GPS_benchmark,serotype_exact,Pneumo-Typer,2,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,20,2,44,0,3822,2,1,0.9886187273667874,0.043478260869565216,0.08333333333333333
GPS_benchmark,serotype_exact,Pneumo-Typer,20A,0,0,11,3857,11,0,1,NA,NA
GPS_benchmark,serotype_exact,Pneumo-Typer,20B,0,0,33,3835,33,0,1,NA,NA
GPS_benchmark,serotype_exact,Pneumo-Typer,21,44,0,0,3824,44,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,22A,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,22F,230,0,0,3638,230,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,23A,15,0,0,3853,15,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,23B,40,0,1,3827,41,0.975609756097561,1,1,0.9876543209876543
GPS_benchmark,serotype_exact,Pneumo-Typer,23F,82,2,0,3784,82,1,0.9994717379820391,0.9761904761904762,0.9879518072289156
GPS_benchmark,serotype_exact,Pneumo-Typer,24,0,0,16,3852,16,0,1,NA,NA
GPS_benchmark,serotype_exact,Pneumo-Typer,24A,0,0,1,3867,1,0,1,NA,NA
GPS_benchmark,serotype_exact,Pneumo-Typer,24F,0,1,5,3862,5,0,0.9997411338338079,0,NA
GPS_benchmark,serotype_exact,Pneumo-Typer,25F,7,0,0,3861,7,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,27,3,0,0,3865,3,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,28A,7,0,0,3861,7,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,28F,6,0,0,3862,6,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,29,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,3,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,31,16,0,0,3852,16,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,33,0,0,9,3859,9,0,1,NA,NA
GPS_benchmark,serotype_exact,Pneumo-Typer,33B,4,3,0,3861,4,1,0.9992236024844721,0.5714285714285714,0.7272727272727273
GPS_benchmark,serotype_exact,Pneumo-Typer,33D,9,0,0,3859,9,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,33F,75,8,3,3782,78,0.9615384615384616,0.9978891820580474,0.9036144578313253,0.9316770186335404
GPS_benchmark,serotype_exact,Pneumo-Typer,34,52,0,0,3816,52,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,35B,66,0,0,3802,66,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,35C,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,35D,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,35F,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,37,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,38,61,0,0,3807,61,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,39,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,4,96,0,0,3772,96,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,40,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,45,3,0,0,3865,3,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,46,6,0,3,3859,9,0.6666666666666666,1,1,0.8
GPS_benchmark,serotype_exact,Pneumo-Typer,48,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,5,124,0,0,3744,124,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,6A,106,1,2,3759,108,0.9814814814814815,0.9997340425531915,0.9906542056074766,0.986046511627907
GPS_benchmark,serotype_exact,Pneumo-Typer,6B,125,2,0,3741,125,1,0.9994656692492653,0.984251968503937,0.9920634920634921
GPS_benchmark,serotype_exact,Pneumo-Typer,6C,48,0,1,3819,49,0.9795918367346939,1,1,0.9896907216494846
GPS_benchmark,serotype_exact,Pneumo-Typer,6D,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,6E,0,0,2,3866,2,0,1,NA,NA
GPS_benchmark,serotype_exact,Pneumo-Typer,7B,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,7C,63,0,0,3805,63,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,7F,66,0,0,3802,66,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,8,450,0,0,3418,450,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,9L,11,0,0,3857,11,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,9N,127,0,0,3741,127,1,1,1,1
GPS_benchmark,serotype_exact,Pneumo-Typer,9V,70,0,0,3798,70,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,1,230,0,0,3638,230,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,10A,129,0,1,3738,130,0.9923076923076923,1,1,0.9961389961389961
GPS_benchmark,serotype_exact,SeroBA,10B,12,0,0,3856,12,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,10F,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,11,0,0,2,3866,2,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroBA,11A,44,0,0,3824,44,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,11B,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,11C,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,11E,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,12F,264,0,0,3604,264,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,13,40,0,0,3828,40,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,14,320,0,0,3548,320,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,15A,81,0,0,3787,81,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,15B,21,0,1,3846,22,0.9545454545454546,1,1,0.9767441860465117
GPS_benchmark,serotype_exact,SeroBA,15C,11,0,0,3857,11,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,15F,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,16F,80,0,0,3788,80,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,17F,62,0,0,3806,62,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,18A,8,0,1,3859,9,0.8888888888888888,1,1,0.9411764705882353
GPS_benchmark,serotype_exact,SeroBA,18B,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,18C,35,1,0,3832,35,1,0.9997391077484998,0.9722222222222222,0.9859154929577464
GPS_benchmark,serotype_exact,SeroBA,18F,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,19A,130,1,3,3734,133,0.9774436090225563,0.9997322623828648,0.9923664122137404,0.9848484848484848
GPS_benchmark,serotype_exact,SeroBA,19B,6,0,0,3862,6,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,19F,229,3,1,3635,230,0.9956521739130435,0.9991753710830127,0.9870689655172413,0.9913419913419914
GPS_benchmark,serotype_exact,SeroBA,2,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,20,0,0,2,3866,2,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroBA,20A,6,0,5,3857,11,0.5454545454545454,1,1,0.7058823529411764
GPS_benchmark,serotype_exact,SeroBA,20B,33,7,0,3828,33,1,0.9981747066492829,0.825,0.9041095890410958
GPS_benchmark,serotype_exact,SeroBA,21,44,0,0,3824,44,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,22A,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,22F,230,0,0,3638,230,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,23A,15,0,0,3853,15,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,23B,41,1,0,3826,41,1,0.9997386987196237,0.9761904761904762,0.9879518072289156
GPS_benchmark,serotype_exact,SeroBA,23F,80,0,2,3786,82,0.975609756097561,1,1,0.9876543209876543
GPS_benchmark,serotype_exact,SeroBA,24,0,0,16,3852,16,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroBA,24A,0,0,1,3867,1,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroBA,24F,0,0,5,3863,5,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroBA,25F,7,0,0,3861,7,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,27,3,0,0,3865,3,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,28A,7,0,0,3861,7,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,28F,6,0,0,3862,6,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,29,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,3,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,31,16,0,0,3852,16,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,33,0,0,9,3859,9,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroBA,33B,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,33D,9,0,0,3859,9,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,33F,76,0,2,3790,78,0.9743589743589743,1,1,0.9870129870129869
GPS_benchmark,serotype_exact,SeroBA,34,51,0,1,3816,52,0.9807692307692307,1,1,0.9902912621359222
GPS_benchmark,serotype_exact,SeroBA,35B,66,0,0,3802,66,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,35C,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,35D,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,35F,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,37,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,38,61,0,0,3807,61,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,39,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,4,96,0,0,3772,96,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,40,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,45,3,0,0,3865,3,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,46,9,0,0,3859,9,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,48,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,5,124,0,0,3744,124,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,6A,108,0,0,3760,108,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,6B,124,2,1,3741,125,0.992,0.9994656692492653,0.9841269841269841,0.9880478087649401
GPS_benchmark,serotype_exact,SeroBA,6C,49,0,0,3819,49,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,6D,3,0,1,3864,4,0.75,1,1,0.8571428571428571
GPS_benchmark,serotype_exact,SeroBA,6E,0,0,2,3866,2,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroBA,7B,1,1,1,3865,2,0.5,0.9997413347128815,0.5,0.5
GPS_benchmark,serotype_exact,SeroBA,7C,62,1,1,3804,63,0.9841269841269841,0.9997371879106439,0.9841269841269841,0.9841269841269841
GPS_benchmark,serotype_exact,SeroBA,7F,66,0,0,3802,66,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,8,450,0,0,3418,450,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,9L,11,1,0,3856,11,1,0.9997407311381903,0.9166666666666666,0.9565217391304348
GPS_benchmark,serotype_exact,SeroBA,9N,127,0,0,3741,127,1,1,1,1
GPS_benchmark,serotype_exact,SeroBA,9V,69,0,1,3798,70,0.9857142857142858,1,1,0.9928057553956835
GPS_benchmark,serotype_exact,SeroCall,1,230,0,0,3638,230,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,10A,130,0,0,3738,130,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,10B,12,0,0,3856,12,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,10F,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,11,0,0,2,3866,2,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroCall,11A,43,6,1,3818,44,0.9772727272727273,0.9984309623430963,0.8775510204081632,0.9247311827956989
GPS_benchmark,serotype_exact,SeroCall,11B,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,11C,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,11E,0,0,4,3864,4,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroCall,12F,264,0,0,3604,264,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,13,40,0,0,3828,40,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,14,320,0,0,3548,320,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,15A,81,0,0,3787,81,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,15B,0,0,22,3846,22,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroCall,15C,0,0,11,3857,11,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroCall,15F,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,16F,80,0,0,3788,80,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,17F,62,0,0,3806,62,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,18A,9,0,0,3859,9,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,18B,0,3,2,3863,2,0,0.9992240041386445,0,NA
GPS_benchmark,serotype_exact,SeroCall,18C,32,2,3,3831,35,0.9142857142857143,0.9994782154969998,0.9411764705882353,0.9275362318840579
GPS_benchmark,serotype_exact,SeroCall,18F,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,19A,133,0,0,3735,133,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,19B,6,0,0,3862,6,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,19F,228,0,2,3638,230,0.991304347826087,1,1,0.9956331877729258
GPS_benchmark,serotype_exact,SeroCall,2,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,20,2,44,0,3822,2,1,0.9886187273667874,0.043478260869565216,0.08333333333333333
GPS_benchmark,serotype_exact,SeroCall,20A,0,0,11,3857,11,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroCall,20B,0,0,33,3835,33,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroCall,21,44,0,0,3824,44,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,22A,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,22F,230,0,0,3638,230,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,23A,15,0,0,3853,15,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,23B,33,0,8,3827,41,0.8048780487804879,1,1,0.8918918918918919
GPS_benchmark,serotype_exact,SeroCall,23F,82,1,0,3785,82,1,0.9997358689910195,0.9879518072289156,0.993939393939394
GPS_benchmark,serotype_exact,SeroCall,24,0,0,16,3852,16,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroCall,24A,0,0,1,3867,1,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroCall,24F,0,0,5,3863,5,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroCall,25F,7,0,0,3861,7,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,27,3,0,0,3865,3,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,28A,7,0,0,3861,7,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,28F,6,0,0,3862,6,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,29,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,3,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,31,16,0,0,3852,16,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,33,0,0,9,3859,9,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroCall,33B,0,5,4,3859,4,0,0.9987060041407867,0,NA
GPS_benchmark,serotype_exact,SeroCall,33D,4,4,5,3855,9,0.4444444444444444,0.9989634620367971,0.5,0.47058823529411764
GPS_benchmark,serotype_exact,SeroCall,33F,43,8,35,3782,78,0.5512820512820513,0.9978891820580474,0.8431372549019608,0.6666666666666667
GPS_benchmark,serotype_exact,SeroCall,34,52,0,0,3816,52,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,35B,66,2,0,3800,66,1,0.9994739610731194,0.9705882352941176,0.9850746268656716
GPS_benchmark,serotype_exact,SeroCall,35C,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,35D,0,0,2,3866,2,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroCall,35F,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,37,4,1,0,3863,4,1,0.9997412008281573,0.8,0.888888888888889
GPS_benchmark,serotype_exact,SeroCall,38,61,0,0,3807,61,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,39,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,4,96,0,0,3772,96,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,40,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,45,3,0,0,3865,3,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,46,5,0,4,3859,9,0.5555555555555556,1,1,0.7142857142857143
GPS_benchmark,serotype_exact,SeroCall,48,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,5,124,0,0,3744,124,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,6A,101,0,7,3760,108,0.9351851851851852,1,1,0.9665071770334929
GPS_benchmark,serotype_exact,SeroCall,6B,12,0,113,3743,125,0.096,1,1,0.1751824817518248
GPS_benchmark,serotype_exact,SeroCall,6C,49,0,0,3819,49,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,6D,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,6E,0,0,2,3866,2,0,1,NA,NA
GPS_benchmark,serotype_exact,SeroCall,7B,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,7C,63,0,0,3805,63,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,7F,66,0,0,3802,66,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,8,450,0,0,3418,450,1,1,1,1
GPS_benchmark,serotype_exact,SeroCall,9L,10,0,1,3857,11,0.9090909090909091,1,1,0.9523809523809523
GPS_benchmark,serotype_exact,SeroCall,9N,127,1,0,3740,127,1,0.9997326917936381,0.9921875,0.996078431372549
GPS_benchmark,serotype_exact,SeroCall,9V,68,0,2,3798,70,0.9714285714285714,1,1,0.9855072463768115
GPS_benchmark,serotype_within,ALLCAPS,1,1753,59,38,2018,1791,0.9787828029034059,0.9715936446798267,0.967439293598234,0.9730779905634194
GPS_benchmark,serotype_within,ALLCAPS,10A,127,9,3,3729,130,0.9769230769230769,0.9975922953451043,0.9338235294117647,0.9548872180451128
GPS_benchmark,serotype_within,ALLCAPS,10B,12,0,0,3856,12,1,1,1,1
GPS_benchmark,serotype_within,ALLCAPS,10F,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_within,ALLCAPS,11,51,2,4,3811,55,0.9272727272727272,0.999475478625754,0.9622641509433962,0.9444444444444444
GPS_benchmark,serotype_within,ALLCAPS,11A,39,6,5,3818,44,0.8863636363636364,0.9984309623430963,0.8666666666666667,0.8764044943820225
GPS_benchmark,serotype_within,ALLCAPS,11B,4,1,0,3863,4,1,0.9997412008281573,0.8,0.888888888888889
GPS_benchmark,serotype_within,ALLCAPS,11C,0,0,1,3867,1,0,1,NA,NA
GPS_benchmark,serotype_within,ALLCAPS,11E,1,2,3,3862,4,0.25,0.9994824016563147,0.3333333333333333,0.28571428571428575
GPS_benchmark,serotype_within,ALLCAPS,12F,259,9,5,3595,264,0.9810606060606061,0.9975027746947835,0.9664179104477612,0.9736842105263158
GPS_benchmark,serotype_within,ALLCAPS,13,39,1,1,3827,40,0.975,0.9997387669801463,0.975,0.975
GPS_benchmark,serotype_within,ALLCAPS,14,308,7,12,3541,320,0.9625,0.9980270574971815,0.9777777777777777,0.9700787401574803
GPS_benchmark,serotype_within,ALLCAPS,15A,79,16,2,3771,81,0.9753086419753086,0.9957750198045947,0.8315789473684211,0.8977272727272727
GPS_benchmark,serotype_within,ALLCAPS,15B,12,7,10,3839,22,0.5454545454545454,0.9981799271970879,0.631578947368421,0.5853658536585366
GPS_benchmark,serotype_within,ALLCAPS,15C,4,4,7,3853,11,0.36363636363636365,0.9989629245527613,0.5,0.4210526315789474
GPS_benchmark,serotype_within,ALLCAPS,15F,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_within,ALLCAPS,16F,78,2,2,3786,80,0.975,0.9994720168954594,0.975,0.975
GPS_benchmark,serotype_within,ALLCAPS,17F,61,2,1,3804,62,0.9838709677419355,0.999474513925381,0.9682539682539683,0.976
GPS_benchmark,serotype_within,ALLCAPS,18A,8,2,1,3857,9,0.8888888888888888,0.9994817310183985,0.8,0.8421052631578948
GPS_benchmark,serotype_within,ALLCAPS,18B,0,0,2,3866,2,0,1,NA,NA
GPS_benchmark,serotype_within,ALLCAPS,18C,35,12,0,3821,35,1,0.9968692929819984,0.7446808510638298,0.8536585365853657
GPS_benchmark,serotype_within,ALLCAPS,18F,1,0,1,3866,2,0.5,1,1,0.6666666666666666
