fold,fold_safe_name,genogroup,n_id,n_novel,k,auroc,bal_acc,bal_acc_threshold
20B,20B,20,53771,32,200,0.934766184374477,0.944235740454892,0.3642107844352722
20B,20B,20,53771,32,500,0.9368130590838928,0.9343512302170315,0.44130247831344604
20B,20B,20,53771,32,1000,0.8403893943761507,0.841178330326756,0.4763562083244324
20C,20C,20,54108,2,1,0.6083296370222517,0.7139055222887558,0.005885064601898193
20C,20C,20,54108,2,5,0.8562550824277373,0.9227933022843202,0.006172835826873779
20C,20C,20,54108,2,10,0.807713277149405,0.8979171287055518,0.006800830364227295
20C,20C,20,54108,2,20,0.7406159902417386,0.8637170104235973,0.007454335689544678
20C,20C,20,54108,2,50,0.7099273674872477,0.8281030531529534,0.015494763851165771
20C,20C,20,54108,2,100,0.7030383677090264,0.8366600133067199,0.052119672298431396
20C,20C,20,54108,2,200,0.6572318326310341,0.8198325571080062,0.10132527351379395
20C,20C,20,54108,2,500,0.8785022547497596,0.9335310859761958,0.4270740747451782
20C,20C,20,54108,2,1000,0.9732294669919421,0.9823039106971243,0.7340160608291626
21,21,21,53678,38,1,0.9272903630027787,0.9347802000623602,0.02057582139968872
21,21,21,53678,38,5,0.9381668663629714,0.936998593954987,0.03306388854980469
21,21,21,53678,38,10,0.9212227492984482,0.931214101239163,0.061049580574035645
21,21,21,53678,38,20,0.9156167085996223,0.9196823750198553,0.08064788579940796
21,21,21,53678,38,50,0.8954962436830928,0.9133071276873207,0.10941880941390991
21,21,21,53678,38,100,0.8555136770724456,0.8718469391557062,0.11215537786483765
21,21,21,53678,38,200,0.8074794437003496,0.8325943589552517,0.12620389461517334
21,21,21,53678,38,500,0.7181548943897431,0.7621185588136667,0.13650959730148315
21,21,21,53678,38,1000,0.6029545574880231,0.7009761913633146,0.1543472409248352
22A,22A,22,54048,12,1,0.9560714550029603,0.9184336145648313,0.003904402256011963
22A,22A,22,54048,12,5,0.9682388802545885,0.9738195677915926,0.11831504106521606
22A,22A,22,54048,12,10,0.9564414964476022,0.9666592658377738,0.1474475860595703
22A,22A,22,54048,12,20,0.9506858101440695,0.9563813647128478,0.1726561188697815
22A,22A,22,54048,12,50,0.9332907785671996,0.9416814683244523,0.21396440267562866
22A,22A,22,54048,12,100,0.9210886619301362,0.9259454558910598,0.23306399583816528
22A,22A,22,54048,12,200,0.9137726342016972,0.9114953374777975,0.23918533325195312
22A,22A,22,54048,12,500,0.8655886125912768,0.8641207815275311,0.3148067593574524
22A,22A,22,54048,12,1000,0.6987137976119991,0.7699822380106571,0.2889273762702942
22F,22F,22,51751,66,1,0.868416098532425,0.8665969271271584,0.02249234914779663
22F,22F,22,51751,66,5,0.9649891116142977,0.9279489841507966,0.058464646339416504
22F,22F,22,51751,66,10,0.9576458191702342,0.9120555714631191,0.06498873233795166
22F,22F,22,51751,66,20,0.9535649435554753,0.8959485777759821,0.09781461954116821
22F,22F,22,51751,66,50,0.9685486973462085,0.9530733705628877,0.24822628498077393
22F,22F,22,51751,66,100,0.9561150333502558,0.9522424687445653,0.3011738657951355
22F,22F,22,51751,66,200,0.9467029769004609,0.9460107051071477,0.32035356760025024
22F,22F,22,51751,66,500,0.9391689400819658,0.9399528511526347,0.415874183177948
22F,22F,22,51751,66,1000,0.8001855329394894,0.8416725075726834,0.48389148712158203
23A,23A,23,53504,44,1,0.8055075321471292,0.8386195424641149,0.0017993450164794922
23A,23A,23,53504,44,5,0.839254584194215,0.8543379934210527,0.0037931203842163086
23A,23A,23,53504,44,10,0.819438096387016,0.8240225029904307,0.0037931203842163086
23A,23A,23,53504,44,20,0.8736313682579382,0.8321714264354068,0.03669548034667969
23A,23A,23,53504,44,50,0.8271758356214658,0.8120514354066986,0.039632976055145264
23A,23A,23,53504,44,100,0.7751943779904306,0.7660642194976077,0.04173421859741211
23A,23A,23,53504,44,200,0.7588992921514789,0.7598310406698565,0.07076150178909302
23A,23A,23,53504,44,500,0.6640992432171596,0.6786595394736842,0.082766592502594
23A,23A,23,53504,44,1000,0.5393611182851239,0.6351487739234449,0.13086295127868652
23B,23B,23,53202,52,1,0.9659290208870112,0.9406850667846495,0.011553168296813965
23B,23B,23,53202,52,5,0.9654191716332238,0.9431202702038385,0.05431145429611206
23B,23B,23,53202,52,10,0.9545720880938542,0.9305643512534232,0.06603825092315674
23B,23B,23,53202,52,20,0.9429937567413602,0.9117304728278,0.06603938341140747
23B,23B,23,53202,52,50,0.9383816180999558,0.8971600980876948,0.22340244054794312
23B,23B,23,53202,52,100,0.9230570423899622,0.8958736369078086,0.2533808946609497
23B,23B,23,53202,52,200,0.9141913404065203,0.8813253116568782,0.25729161500930786
23B,23B,23,53202,52,500,0.8814207389542903,0.8700442869412082,0.4299815893173218
23B,23B,23,53202,52,1000,0.7396114373953553,0.786203453889819,0.48888248205184937
23F,23F,23,52601,48,1,0.9394735841523925,0.9225084044663283,0.02128314971923828
23F,23F,23,52601,48,5,0.9579226155396285,0.920316589355082,0.01355832815170288
23F,23F,23,52601,48,10,0.9556858472272389,0.9050778502309842,0.01355832815170288
23F,23F,23,52601,48,20,0.9477620038909274,0.9006306518253773,0.0431065559387207
23F,23F,23,52601,48,50,0.9404550293720652,0.8738468612764017,0.09869086742401123
23F,23F,23,52601,48,100,0.9254687806949171,0.858079971546802,0.20247626304626465
23F,23F,23,52601,48,200,0.9359818888107324,0.8921422200465137,0.23483175039291382
23F,23F,23,52601,48,500,0.8965141663973436,0.8330749019346907,0.25457149744033813
23F,23F,23,52601,48,1000,0.7952633188215686,0.8110111975057508,0.3896775245666504
24A,24A,Serogroup 24,54074,13,1,0.8552190587826938,0.8511519826107243,0.008195698261260986
24A,24A,Serogroup 24,54074,13,5,0.8814708334163155,0.8635239173667993,0.1671643853187561
24A,24A,Serogroup 24,54074,13,10,0.8847106955994777,0.8714944762305786,0.3029208183288574
24A,24A,Serogroup 24,54074,13,20,0.8775168501284566,0.8700612550891798,0.33331233263015747
24A,24A,Serogroup 24,54074,13,50,0.8827219679015367,0.8655489201407758,0.3691946864128113
24A,24A,Serogroup 24,54074,13,100,0.8814587417243038,0.8761647144511369,0.21127915382385254
24A,24A,Serogroup 24,54074,13,200,0.8817546325405925,0.8811159066919692,0.37201839685440063
24A,24A,Serogroup 24,54074,13,500,0.8460115909537074,0.868327875475488,0.4419451355934143
24A,24A,Serogroup 24,54074,13,1000,0.8031010211078267,0.8464141731701003,0.48527395725250244
24F,24F,Serogroup 24,53500,24,1,0.733386292834891,0.742233644859813,2.980232238769531e-07
24F,24F,Serogroup 24,53500,24,5,0.7255377725856696,0.7388878504672898,0.00024199485778808594
24F,24F,Serogroup 24,53500,24,10,0.7190821651090342,0.701570093457944,0.0002627372741699219
24F,24F,Serogroup 24,53500,24,20,0.6930003894080998,0.703190031152648,0.00028449296951293945
24F,24F,Serogroup 24,53500,24,50,0.6529408099688474,0.6525233644859814,4.410743713378906e-06
24F,24F,Serogroup 24,53500,24,100,0.6125393302180685,0.6585887850467289,0.00023442506790161133
24F,24F,Serogroup 24,53500,24,200,0.8257457165109034,0.8389158878504672,0.12061947584152222
24F,24F,Serogroup 24,53500,24,500,0.9357122274143301,0.894082554517134,0.38757097721099854
24F,24F,Serogroup 24,53500,24,1000,0.8772947819314642,0.8305482866043614,0.5368634462356567
25A,25A,25A_25F_38,54104,4,1,0.6831449615555227,0.703228966435014,0.0027962327003479004
25A,25A,25A_25F_38,54104,4,5,0.6018755544876534,0.6589808516930357,0.004289507865905762
25A,25A,25A_25F_38,54104,4,10,0.5774619251811326,0.6410801419488392,0.007518887519836426
25A,25A,25A_25F_38,54104,4,20,0.5398330068017152,0.6180966287150673,0.012120068073272705
25A,25A,25A_25F_38,54104,4,50,0.5738023066686382,0.6162853023806003,1.7881393432617188e-07
25A,25A,25A_25F_38,54104,4,100,0.5479400783675884,0.6750887180245453,0.0007066726684570312
25A,25A,25A_25F_38,54104,4,200,0.6593782345113116,0.7223310660949283,0.02729862928390503
25A,25A,25A_25F_38,54104,4,500,0.6414220760017744,0.7608771994676918,0.1468169093132019
25A,25A,25A_25F_38,54104,4,1000,0.9766029313913943,0.9706398787520332,0.7268006205558777
25F,25F,25A_25F_38,54053,18,1,0.7249869983575791,0.7815508235743931,0.0017724037170410156
25F,25F,25A_25F_38,54053,18,5,0.7101846541563118,0.7503587014391224,0.0015121102333068848
25F,25F,25A_25F_38,54053,18,10,0.7140923414673253,0.7459931301993722,0.019119322299957275
25F,25F,25A_25F_38,54053,18,20,0.6729886510564734,0.7138117526625103,0.019119322299957275
25F,25F,25A_25F_38,54053,18,50,0.6561543505653916,0.684165438448272,0.05888664722442627
25F,25F,25A_25F_38,54053,18,100,0.675642938926198,0.7102473498233215,0.0023654699325561523
25F,25F,25A_25F_38,54053,18,200,0.6580927772536009,0.7230043763631169,0.07499837875366211
25F,25F,25A_25F_38,54053,18,500,0.6474077911185935,0.7555454831369212,0.14675313234329224
25F,25F,25A_25F_38,54053,18,1000,0.8803299025442106,0.8804414186076628,0.568742036819458
27,27,27,54058,19,1,0.9853782779120284,0.9856080506123053,0.06375712156295776
27,27,27,54058,19,5,0.9931447899040212,0.9887065744200674,0.2401527762413025
27,27,27,54058,19,10,0.9939889124935984,0.9932017462725221,0.3390856981277466
27,27,27,54058,19,20,0.9919170637385575,0.9906304339783196,0.3577573895454407
27,27,27,54058,19,50,0.9812559998909552,0.981575344999815,0.3677157163619995
27,27,27,54058,19,100,0.9671035593349053,0.968450553109623,0.3677157163619995
27,27,27,54058,19,200,0.9598082761011077,0.9592104776351327,0.36891329288482666
27,27,27,54058,19,500,0.9391433372732212,0.9468163824040845,0.43348002433776855
27,27,27,54058,19,1000,0.7878993517683737,0.8489030300788043,0.46382588148117065
28A,28A,28,54044,15,1,0.9648274245676364,0.9650099918584857,0.009392321109771729
28A,28A,28,54044,15,5,0.9239668911750918,0.9408722522389165,0.02146810293197632
28A,28A,28,54044,15,10,0.9377396195692398,0.9198060839316113,0.023746013641357422
28A,28A,28,54044,15,20,0.9342844102336367,0.9333413514913774,0.08951431512832642
28A,28A,28,54044,15,50,0.9143599042755285,0.928178891273777,0.17436528205871582
28A,28A,28,54044,15,100,0.8922717292082993,0.9051421064317964,0.1743653416633606
28A,28A,28,54044,15,200,0.8689981003133249,0.884695803419436,0.19262230396270752
28A,28A,28,54044,15,500,0.8348160757900969,0.8756013618533047,0.2777407169342041
28A,28A,28,54044,15,1000,0.7039091604371747,0.8022352157501296,0.3163222670555115
28F,28F,28,54044,18,1,0.9356203587200553,0.932652612274772,0.004608571529388428
28F,28F,28,54044,18,5,0.9039275610819169,0.890691946479823,0.02462548017501831
28F,28F,28,54044,18,10,0.8850859176473491,0.8713743534075116,0.025953829288482666
28F,28F,28,54044,18,20,0.904978659363975,0.8790337502775516,0.012805581092834473
28F,28F,28,54044,18,50,0.9344546418967261,0.8989670967688879,0.15571987628936768
28F,28F,28,54044,18,100,0.9432139655753748,0.8976944711716379,0.15571987628936768
28F,28F,28,54044,18,200,0.9385110074918379,0.8908358621370241,0.43583792448043823
28F,28F,28,54044,18,500,0.9259451146802193,0.9099118824990338,0.38923394680023193
28F,28F,28,54044,18,1000,0.8085747004498391,0.8284967392823954,0.4698832631111145
29,29,29,54044,19,1,0.9457712818794821,0.9477238819051923,0.01500082015991211
29,29,29,54044,19,5,0.9403599990650893,0.9474833371638703,0.11282408237457275
29,29,29,54044,19,10,0.9752005188754583,0.9618088964547407,0.11282426118850708
29,29,29,54044,19,20,0.9683503500072066,0.9458496780401154,0.11282426118850708
29,29,29,54044,19,50,0.9599809511937641,0.930612093849456,0.1555720567703247
29,29,29,54044,19,100,0.9451124619705582,0.9057249648434609,0.16492468118667603
29,29,29,54044,19,200,0.942367622483045,0.8931348336053664,0.3205665349960327
29,29,29,54044,19,500,0.9399631489351756,0.9240803789504848,0.3721504211425781
29,29,29,54044,19,1000,0.8163202302996779,0.8299348678854267,0.40897446870803833
3,3,3,51939,56,1,0.9953633795688899,0.9918847109108762,0.14108413457870483
3,3,3,51939,56,5,0.994630033033256,0.9910183099405072,0.2853410840034485
3,3,3,51939,56,10,0.9942662821496646,0.9892277479350777,0.3167230486869812
3,3,3,51939,56,20,0.9906916905270743,0.992905138720422,0.3968721032142639
3,3,3,51939,56,50,0.9906040190003108,0.9917788174589421,0.4491947889328003
3,3,3,51939,56,100,0.9800473357482542,0.9848091029861954,0.4558255076408386
3,3,3,51939,56,200,0.9738752602641011,0.9787731762259574,0.46202027797698975
3,3,3,51939,56,500,0.95116971007198,0.9551396830897784,0.4747714400291443
3,3,3,51939,56,1000,0.826172460551251,0.8527214617147038,0.49929356575012207
31,31,31,53760,39,1,0.9917744581807081,0.9814732142857143,0.039542973041534424
31,31,31,53760,39,5,0.9866386217948717,0.9755673363095239,0.12463128566741943
31,31,31,53760,39,10,0.9843306433150183,0.9690104166666667,0.1574699878692627
31,31,31,53760,39,20,0.9789253281440781,0.9633513621794871,0.26697665452957153
31,31,31,53760,39,50,0.9668750953907204,0.9465687957875457,0.3316115736961365
31,31,31,53760,39,100,0.9603890033577533,0.9352034684065934,0.3414316773414612
31,31,31,53760,39,200,0.9540531517094017,0.9273065476190476,0.2969855070114136
31,31,31,53760,39,500,0.9350899534493284,0.9055989583333333,0.34157097339630127
31,31,31,53760,39,1000,0.8194434905372405,0.8109002976190476,0.3685570955276489
32,32,32,54111,1,1,0.9954907504943542,0.9977453752471771,0.2643875479698181
32,32,32,54111,1,5,0.9861950435216501,0.993097521760825,0.3041658401489258
32,32,32,54111,1,10,0.9824250152464379,0.991212507623219,0.33106374740600586
32,32,32,54111,1,20,0.9796898966938332,0.9898449483469165,0.3650411367416382
32,32,32,54111,1,50,0.9600635730258172,0.9800317865129087,0.37520647048950195
32,32,32,54111,1,100,0.9574947792500601,0.97874738962503,0.4373282790184021
32,32,32,54111,1,200,0.9503612943763745,0.9751806471881872,0.46607357263565063
32,32,32,54111,1,500,0.9133078302008834,0.9566539151004416,0.4869588613510132
32,32,32,54111,1,1000,0.8155273419452607,0.9077636709726303,0.6017674803733826
32F,32F,32,54108,2,1,0.9941413469357582,0.9956291121460782,0.22137975692749023
32F,32F,32,54108,2,5,0.9899645154136172,0.9932819546092999,0.31823474168777466
32F,32F,32,54108,2,10,0.9814722407037777,0.9888371405337473,0.33077847957611084
32F,32F,32,54108,2,20,0.9734050417683151,0.9863975752199305,0.3661041259765625
32F,32F,32,54108,2,50,0.9909532786279294,0.9939565313816812,0.49276602268218994
32F,32F,32,54108,2,100,0.9795316773859688,0.986120351888815,0.510454535484314
32F,32F,32,54108,2,200,0.9680638722554891,0.9791897686109263,0.5212994813919067
32F,32F,32,54108,2,500,0.9476602350853848,0.969061876247505,0.5794332027435303
32F,32F,32,54108,2,1000,0.9137096178014342,0.9520588452724181,0.6819689273834229
33A,33A,33A_33F_37,54109,2,1,0.8870335803655585,0.8917555305032434,2.378225326538086e-05
33A,33A,33A_33F_37,54109,2,5,0.8257082925206528,0.835831377404868,7.11679458618164e-05
33A,33A,33A_33F_37,54109,2,10,0.8026298767303036,0.8070284056256815,0.00011396408081054688
33A,33A,33A_33F_37,54109,2,20,0.7864310927941748,0.7916797575264743,0.00040519237518310547
33A,33A,33A_33F_37,54109,2,50,0.7725609418026576,0.7810900219926444,0.004213929176330566
33A,33A,33A_33F_37,54109,2,100,0.7266905690365744,0.7389297529061709,0.4746209979057312
33A,33A,33A_33F_37,54109,2,200,0.7032656304866103,0.7390406401892476,0.5405130386352539
33A,33A,33A_33F_37,54109,2,500,0.7135042229573638,0.7349470513223308,0.6294867992401123
33A,33A,33A_33F_37,54109,2,1000,0.7918738102718587,0.8374392430094808,0.45722997188568115
33A/33F,33A-33F,33A_33F_37,54111,1,1,0.27035168450037883,0.5,inf
33A/33F,33A-33F,33A_33F_37,54111,1,5,0.2073053538097614,0.5,inf
33A/33F,33A-33F,33A_33F_37,54111,1,10,0.5858605459148786,0.7929256528247491,6.866455078125e-05
33A/33F,33A-33F,33A_33F_37,54111,1,20,0.5455637485908595,0.772763393764669,0.00019085407257080078
33A/33F,33A-33F,33A_33F_37,54111,1,50,0.5701428545027813,0.7850714272513907,0.005048513412475586
33A/33F,33A-33F,33A_33F_37,54111,1,100,0.4725102104932454,0.7362551052466226,0.0062593817710876465
33A/33F,33A-33F,33A_33F_37,54111,1,200,0.6117240487146791,0.8058620243573396,0.07400232553482056
33A/33F,33A-33F,33A_33F_37,54111,1,500,0.5567814307626915,0.7783907153813457,0.1401171088218689
33A/33F,33A-33F,33A_33F_37,54111,1,1000,0.6968268928683632,0.8484134464341816,0.5044047236442566
33B,33B,33B_33D,54060,14,1,0.9375396384969082,0.9415054701125734,0.025047242641448975
33B,33B,33B_33D,54060,14,5,0.9211676179905925,0.9425321071824957,0.1551225781440735
33B,33B,33B_33D,54060,14,10,0.9152846044078008,0.9390452407378046,0.2094331979751587
33B,33B,33B_33D,54060,14,20,0.9027978172401037,0.9291858252735057,0.22393423318862915
33B,33B,33B_33D,54060,14,50,0.885531948628508,0.9068772792135722,0.22988349199295044
33B,33B,33B_33D,54060,14,100,0.8815509222556948,0.9053419480999947,0.2773479223251343
33B,33B,33B_33D,54060,14,200,0.8840276676708418,0.9099849373711749,0.3310621380805969
33B,33B,33B_33D,54060,14,500,0.9101091379948205,0.8800050208762751,0.4739956259727478
33B,33B,33B_33D,54060,14,1000,0.8470158818244279,0.7997529200359389,0.6689934134483337
33C,33C,33C,54107,4,1,0.989539246308241,0.9939656606354077,0.17158180475234985
33C,33C,33C,54107,4,5,0.984022400059142,0.991720110152106,0.2776787281036377
33C,33C,33C,54107,4,10,0.9745365664331788,0.9867762027094461,0.28772133588790894
33C,33C,33C,54107,4,20,0.9664599774520857,0.9823682702792614,0.30712324380874634
33C,33C,33C,54107,4,50,0.9862217457999889,0.9926257231042195,0.4439693093299866
33C,33C,33C,54107,4,100,0.9896778605356054,0.9944277080599553,0.5450296401977539
33C,33C,33C,54107,4,200,0.9886105309849003,0.993882492098989,0.6078887581825256
33C,33C,33C,54107,4,500,0.9776784889201028,0.9881808268800709,0.6598575115203857
33C,33C,33C,54107,4,1000,0.9076552017299055,0.948361579832554,0.6919573545455933
33D,33D,33B_33D,54031,19,1,0.9770823572042951,0.9701282597027632,0.013585567474365234
33D,33D,33B_33D,54031,19,5,0.9722274444787544,0.9592641261498029,0.05244302749633789
33D,33D,33B_33D,54031,19,10,0.9627893928339384,0.946910107160704,0.0658692717552185
33D,33D,33B_33D,54031,19,20,0.9479295024591146,0.9291610371823582,0.06843411922454834
33D,33D,33B_33D,54031,19,50,0.9248306771258994,0.8959671299809369,0.07433581352233887
33D,33D,33B_33D,54031,19,100,0.8938484632116651,0.8471340526734652,0.07446533441543579
33D,33D,33B_33D,54031,19,200,0.8648982211966035,0.8270140241128631,0.23475712537765503
33D,33D,33B_33D,54031,19,500,0.8287552272623221,0.8285058577483296,0.23926031589508057
33D,33D,33B_33D,54031,19,1000,0.674198729968858,0.7662267957283782,0.2714608311653137
33E,33E,33E,54108,2,1,0.3134656612700525,0.5,inf
33E,33E,33E,54108,2,5,0.6745582908257557,0.7768999038959119,1.1920928955078125e-07
33E,33E,33E,54108,2,10,0.6170021068973164,0.7557385229540918,1.7881393432617188e-07
33E,33E,33E,54108,2,20,0.6347582612552672,0.8155817993642345,0.0006698369979858398
33E,33E,33E,54108,2,50,0.5527787018555481,0.7688604272935611,0.0017095208168029785
33E,33E,33E,54108,2,100,0.7985418052783322,0.899155392917868,0.17564594745635986
33E,33E,33E,54108,2,200,0.7398905891919865,0.8664892437347527,0.19545847177505493
33E,33E,33E,54108,2,500,0.6034597471723221,0.799798551046056,0.21740972995758057
33E,33E,33E,54108,2,1000,0.7756986027944112,0.8805906705108302,0.5660310983657837
33F,33F,33A_33F_37,53164,38,1,0.915666616507411,0.847798668667757,4.4465065002441406e-05
33F,33F,33A_33F_37,53164,38,5,0.8996642464825824,0.8505245932150367,0.04058188199996948
33F,33F,33A_33F_37,53164,38,10,0.89915737400457,0.8484654237731112,0.04686075448989868
33F,33F,33A_33F_37,53164,38,20,0.8873490767397013,0.8276900870791077,0.05178558826446533
33F,33F,33A_33F_37,53164,38,50,0.9248427903329914,0.8941755204352767,0.14150243997573853
33F,33F,33A_33F_37,53164,38,100,0.9599803388917708,0.9238107306487572,0.26550108194351196
33F,33F,33A_33F_37,53164,38,200,0.9541970922151515,0.9150642104471169,0.2856990098953247
33F,33F,33A_33F_37,53164,38,500,0.9288255012295619,0.8765419021181726,0.31023329496383667
33F,33F,33A_33F_37,53164,38,1000,0.8209265074506295,0.8080185840042133,0.3390658497810364
33G,33G,33G,54110,1,1,0.9620957309184992,0.9810478654592496,0.04020655155181885
33G,33G,33G,54110,1,5,0.9474958418037331,0.9737479209018666,0.11895918846130371
33G,33G,33G,54110,1,10,0.9344853077065236,0.9672426538532619,0.15438449382781982
33G,33G,33G,54110,1,20,0.9203474403991868,0.9601737201995935,0.19177734851837158
33G,33G,33G,54110,1,50,0.8986324154500093,0.9493162077250046,0.24514126777648926
33G,33G,33G,54110,1,100,0.9057105895398263,0.9528552947699132,0.32579660415649414
33G,33G,33G,54110,1,200,0.9505267048604695,0.9752633524302348,0.4586920142173767
33G,33G,33G,54110,1,500,0.9316762151173535,0.9658381075586768,0.5182111859321594
33G,33G,33G,54110,1,1000,0.7305488819072261,0.865274440953613,0.5225059986114502
34,34,34,53482,41,1,0.9781679452672017,0.9698227623426527,0.17309486865997314
34,34,34,53482,41,5,0.9890348336937616,0.9754870797651547,0.1280919313430786
34,34,34,53482,41,10,0.9854927256127206,0.9656239482442691,0.1387019157409668
34,34,34,53482,41,20,0.9816411904255912,0.9567050596462361,0.16795718669891357
34,34,34,53482,41,50,0.9704666990763248,0.936642234770577,0.19790256023406982
34,34,34,53482,41,100,0.9607216834293917,0.9125313189484312,0.19935321807861328
34,34,34,53482,41,200,0.9516785223384936,0.9018425164244912,0.3086220622062683
34,34,34,53482,41,500,0.9206785779760868,0.8840432751023595,0.4410374164581299
34,34,34,53482,41,1000,0.8060890785228858,0.798103715770339,0.5322438478469849
35A,35A,35A_35C_42,54012,12,1,0.9809749068108319,0.9785510627268015,0.027419328689575195
35A,35A,35A_35C_42,54012,12,5,0.954361993631045,0.95929608235207,0.04934340715408325
35A,35A,35A_35C_42,54012,12,10,0.9427442049914834,0.9530844997407983,0.07875043153762817
35A,35A,35A_35C_42,54012,12,20,0.9334623170159717,0.9459471969192031,0.11792665719985962
35A,35A,35A_35C_42,54012,12,50,0.9726418820509022,0.9293397763459972,0.16526377201080322
35A,35A,35A_35C_42,54012,12,100,0.9645325730084673,0.9064744871510035,0.18233990669250488
35A,35A,35A_35C_42,54012,12,200,0.9616196400799822,0.912491668518107,0.3693538308143616
35A,35A,35A_35C_42,54012,12,500,0.9389595521982769,0.8907835295860179,0.42565739154815674
35A,35A,35A_35C_42,54012,12,1000,0.8472067935520502,0.794110568021921,0.4547308087348938
35B,35B,35B_35D,53168,37,1,0.8837389996828005,0.8262320965262584,0.00032967329025268555
35B,35B,35B_35D,53168,37,5,0.9156345820692797,0.8716051008125187,0.0004089474678039551
35B,35B,35B_35D,53168,37,10,0.9216959398459549,0.8530789196509179,0.0011216998100280762
35B,35B,35B_35D,53168,37,20,0.928785146115119,0.8987078693951249,0.029829323291778564
35B,35B,35B_35D,53168,37,50,0.9473987604818179,0.9209769034005417,0.14967811107635498
35B,35B,35B_35D,53168,37,100,0.9452983302291158,0.9008992911810396,0.21822959184646606
35B,35B,35B_35D,53168,37,200,0.9341170466283316,0.8940820428463372,0.38457977771759033
35B,35B,35B_35D,53168,37,500,0.9090900541679207,0.8595121227155533,0.38774752616882324
35B,35B,35B_35D,53168,37,1000,0.7866655212239022,0.7766994066742036,0.45557570457458496
35B/35D,35B-35D,35B_35D,54107,3,1,0.9035861040777226,0.8776406010312898,1.1265277862548828e-05
35B/35D,35B-35D,35B_35D,54107,3,5,0.8548801448980722,0.8137610044294946,0.18546056747436523
35B/35D,35B-35D,35B_35D,54107,3,10,0.8407599756038959,0.8038731895441749,0.18713164329528809
35B/35D,35B-35D,35B_35D,54107,3,20,0.917466008711134,0.9248988116140241,0.06540966033935547
35B/35D,35B-35D,35B_35D,54107,3,50,0.8745264013898386,0.8871310551314987,0.06847989559173584
35B/35D,35B-35D,35B_35D,54107,3,100,0.8286851362423838,0.848827323636498,0.07338428497314453
35B/35D,35B-35D,35B_35D,54107,3,200,0.7799791770627337,0.7884284842996285,0.07980543375015259
35B/35D,35B-35D,35B_35D,54107,3,500,0.7823879843027088,0.8009776923503429,0.20179682970046997
35B/35D,35B-35D,35B_35D,54107,3,1000,0.7808971112795018,0.8670689559576394,0.5308221578598022
35C,35C,35A_35C_42,54089,10,1,0.9608626522952911,0.9713435264101759,0.013742983341217041
35C,35C,35A_35C_42,54089,10,5,0.9280879661298971,0.9509974301614006,0.030581533908843994
35C,35C,35A_35C_42,54089,10,10,0.9156205513135758,0.9355229344228956,0.036752164363861084
35C,35C,35A_35C_42,54089,10,20,0.8868254173676717,0.9131431529516167,0.037318527698516846
35C,35C,35A_35C_42,54089,10,50,0.8468967812309343,0.8782654513856791,0.04388630390167236
35C,35C,35A_35C_42,54089,10,100,0.9334966444193828,0.8943223206197193,0.15595793724060059
35C,35C,35A_35C_42,54089,10,200,0.9335465621475716,0.8850246815433822,0.5034573078155518
35C,35C,35A_35C_42,54089,10,500,0.9450479764832036,0.9064597237885708,0.341776967048645
35C,35C,35A_35C_42,54089,10,1000,0.8640000739521898,0.8373606463421398,0.45127230882644653
35D,35D,35B_35D,54066,15,1,0.7168984821021221,0.7650371767839308,0.0002789497375488281
35D,35D,35B_35D,54066,15,5,0.670618626616851,0.7154163429881997,0.0001347064971923828
35D,35D,35B_35D,54066,15,10,0.6707302186216847,0.7096215736322273,0.0001347661018371582
35D,35D,35B_35D,54066,15,20,0.6733085488107127,0.729697036954833,0.00012814998626708984
35D,35D,35B_35D,54066,15,50,0.5990838358056203,0.6734787112048237,0.00024181604385375977
35D,35D,35B_35D,54066,15,100,0.5630833919037226,0.6642215070469426,0.0013179779052734375
35D,35D,35B_35D,54066,15,200,0.5446842747752747,0.7131931343173159,0.017247319221496582
35D,35D,35B_35D,54066,15,500,0.5609082726050876,0.7419172862797322,0.11452394723892212
35D,35D,35B_35D,54066,15,1000,0.7566523631610746,0.8358210335515851,0.425031840801239
35F,35F,35F,53758,29,1,0.9937241097074887,0.9863555191785409,0.07498282194137573
35F,35F,35F,53758,29,5,0.986331465020122,0.9684047025558986,0.08858031034469604
35F,35F,35F,53758,29,10,0.9828689490962691,0.9539231370214666,0.08858036994934082
35F,35F,35F,53758,29,20,0.976058735764749,0.9492447635700734,0.1322149634361267
35F,35F,35F,53758,29,50,0.9659309729041131,0.9279574748136925,0.2174137830734253
35F,35F,35F,53758,29,100,0.9534516755164588,0.9127876396263717,0.22695690393447876
35F,35F,35F,53758,29,200,0.9480077383831244,0.9094325656101225,0.3134498596191406
35F,35F,35F,53758,29,500,0.9272243040650887,0.8898701203734232,0.3199532628059387
35F,35F,35F,53758,29,1000,0.805152978033101,0.8058944875566234,0.42131268978118896
36,36,36,54104,5,1,0.9843930208487357,0.9916919266597664,0.13745683431625366
36,36,36,54104,5,5,0.9580881265710482,0.9773491793582729,0.14546680450439453
36,36,36,54104,5,10,0.9407326630193699,0.967405367440485,0.14875829219818115
36,36,36,54104,5,20,0.9158731332249003,0.9548000147863374,0.16282057762145996
36,36,36,54104,5,50,0.8721795061363301,0.93010683128789,0.16875332593917847
36,36,36,54104,5,100,0.8261311548129529,0.9039997042732515,0.17116892337799072
36,36,36,54104,5,200,0.7754546798757948,0.8731239834393021,0.1776561141014099
